"","ï..X","Y","OBJECTID","ReferenceNumber","CategoryHierarchy","CategoryLevel1","CategoryLevel2","CategoryLevel3","CategoryLevel4","CategoryLevel5","CategoryName","CouncilDistrictNumber","SourceLevel1","Neighborhood","DateCreated","DateUpdated","DateClosed","StatusType","SystemId","ServiceLevelName","Latitude","Longitude","XCoord","YCoord","CrossStreet","GlobalID","ZIP"
"206",-121.433880893629,38.5179626501138,6341,"160511-001039","Parks : Maintenance : Fencing/Gate","Parks","Maintenance","",NA,NA,"Fencing/Gate",6,"Email","Fruitridge Manor","2016-05-11T23:13:24.000Z","2017-11-27T15:50:45.000Z","2017-11-27T15:50:28.000Z","Completed",13726,"48 Hours-All Holidays-M/F",38.5179626501138,-121.433880893629,6723644.31504976,1950955.42966852,"40TH AVE","d3e8b292-e756-4550-9537-14a7d77ea6dc","95824"
"207",-121.457311337392,38.4748785352642,6342,"160511-001040","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",8,"Phone Call","Parkway","2016-05-11T23:15:16.000Z","2017-07-06T18:41:59.000Z","2017-07-06T18:39:44.000Z","Completed",13729,"",38.4748734613929,-121.457298185212,6717034.346118,1935224.448705,"AUTUMN SKY DR","3877bf9a-6b56-4f8c-b978-9185d5f3e3d2","95823"
"208",-121.482976305246,38.5497786609244,6343,"160511-001045","Solid Waste : Missed Service : Garbage","Solid Waste","Missed Service","",NA,NA,"Garbage",5,"Mobile App","Curtis Park","2016-05-11T23:23:52.000Z","2017-05-21T06:40:00.000Z","2017-05-21T06:40:00.000Z","Completed",13733,"36 Hours-No Holidays-M/F-24h",38.5497735827092,-121.482963139925,6709531.73404387,1962458.27974025,"24TH ST","d5b2ba7f-3103-4fb6-8d57-aae774bfaed1","95818"
"209",-121.506124571445,38.5349887826539,6344,"160511-001044","Solid Waste : Pickup Can : Garbage","Solid Waste","Pickup Can","",NA,NA,"Garbage",4,"Phone Call","South Land Park","2016-05-11T23:24:02.000Z","2017-05-21T06:36:56.000Z","2017-05-21T06:36:56.000Z","Completed",13734,"",38.5349837074296,-121.506111404362,6702941.00346003,1957035.3643808,"LUCAS CT","0836a9e6-d9da-4a78-9c42-52ad4c00a74b","95822"
"210",-121.469637175421,38.5543926340745,6345,"160511-001035","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",5,"Phone Call","North Oak Park","2016-05-11T23:24:23.000Z","2017-05-21T06:36:56.000Z","2017-05-21T06:36:56.000Z","Completed",13736,"",38.5543875544625,-121.469624011596,6713336.68266667,1964160.55034413,"33RD ST","e7587df4-7373-4ba1-b47a-5b99bbde3db5","95817"
"211",-121.464184857815,38.5702140119932,6346,"160511-001046","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",3,"Mobile App","East Sacramento","2016-05-11T23:24:36.000Z","2017-07-06T18:41:56.000Z","2017-07-06T18:39:44.000Z","Completed",13737,"",38.5702089306435,-121.46417169289,6714861.875541,1969931.423729,"L ST","161227a9-3c18-4b9f-969e-f3051eb4f229","95816"
"212",-121.429814417005,38.5778334389441,6347,"160511-001049","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",3,"Mobile App","River Park","2016-05-11T23:26:06.000Z","2017-07-06T18:41:57.000Z","2017-07-06T18:39:44.000Z","Completed",13739,"",38.5778283543503,-121.429801256462,6724670.969724,1972766.007748,"ROGER WAY","4930327f-5071-4eed-9c4d-9e40f6f0902f","95819"
"213",-121.440762590727,38.4620566951707,6348,"160511-001054","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",7,"Phone Call","Valley Hi / North Laguna","2016-05-11T23:28:56.000Z","2017-05-21T06:36:56.000Z","2017-05-21T06:36:56.000Z","Completed",13742,"",38.4620516211306,-121.440749442671,6721800.68777801,1930583.80381742,"MAJORCA CIR","776885f8-d336-4de0-bc1a-b7972671c608","95823"
"214",-121.494020108255,38.5817923038651,6349,"160511-001048","Animal care : Escalation Form : Other","Animal care","Escalation Form","",NA,NA,"Other",4,"Phone Call","Downtown","2016-05-11T23:29:10.000Z","2016-05-11T23:29:13.000Z","","In Progress",13743,"",38.5817872238086,-121.49400693729,6706308.48729512,1974099.04716364,"9TH ST","5518fd04-2848-4c51-b97f-46cdd345119d","95814"
"215",-121.50475028478,38.5709205861753,6350,"160511-001056","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",4,"Web App","Southside Park","2016-05-11T23:29:11.000Z","2017-05-21T06:38:58.000Z","2017-05-21T06:38:58.000Z","Completed",13744,"",38.5709155078415,-121.504737113495,6703262.79545169,1970122.94758506,"5TH ST","c0043845-7fb9-437b-8cb1-6bd9c0f65270","95811"
"216",-121.505018750689,38.5704164194304,6351,"160511-001057","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",4,"Web App","Southside Park","2016-05-11T23:29:17.000Z","2017-07-06T18:41:59.000Z","2017-07-06T18:39:44.000Z","Completed",13745,"7 Days-No Holidays-M/F-24h",38.5704113411584,-121.505005579425,6703187.041614,1969938.924735,"TOMATO ALY","da7c8163-225c-4a4d-b8eb-c3ef211012ff","95818"
"217",-121.436737773946,38.4510867798164,6352,"160511-001055","Solid Waste : Replace Can : Garbage","Solid Waste","Replace Can","",NA,NA,"Garbage",7,"Phone Call","Valley Hi / North Laguna","2016-05-11T23:30:24.000Z","2017-05-19T22:27:26.000Z","2017-05-19T22:27:26.000Z","Completed",13746,"",38.4510817063967,-121.43672462785,6722977.88727153,1926595.97457262,"CALVINE RD","f04bf40a-4234-40e4-8aca-1c3cdf50a8a8","95823"
"218",-121.487482892349,38.5550989732774,6353,"160511-001064","Building / Planning : Escalation Form : Planning and Zoning","Building / Planning","Escalation Form","",NA,NA,"Planning and Zoning",5,"Email","Curtis Park","2016-05-11T23:34:29.000Z","2016-05-17T14:26:14.000Z","","In Progress",13750,"No SLA-All Holidays-M/F-24h",38.5550938949581,-121.487469725678,6708232.00214239,1964388.49889638,"CASTRO WAY","c0ade082-2e91-4368-8ca5-1515e16850f8","95818"
"219",-121.479759270112,38.5636074096677,6354,"160511-001066","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",4,"Web App","Newton Booth","2016-05-11T23:34:38.000Z","2017-07-06T18:42:01.000Z","2017-07-06T18:39:44.000Z","Completed",13751,"",38.5636023300514,-121.47974610359,6710422.919394,1967499.599296,"TOMATO ALY","f1fdfe87-0af8-4583-96e5-cac2101498ae","95818"
"220",-121.494020108255,38.5817923038651,6355,"160511-001062","Facilities : Repair : Carpentry","Facilities","Repair","",NA,NA,"Carpentry",4,"Phone Call","Downtown","2016-05-11T23:35:00.000Z","2016-07-27T21:33:27.000Z","2016-07-27T21:33:21.000Z","Completed",13752,"",38.5817872238086,-121.49400693729,6706308.48729512,1974099.04716364,"9TH ST","cad9ec4f-9bf2-403d-8516-ce5604032634","95814"
"221",-121.468280867377,38.5434873927684,6356,"160511-001065","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",5,"Phone Call","Central Oak Park","2016-05-11T23:35:02.000Z","2017-05-19T22:27:30.000Z","2017-05-19T22:27:30.000Z","Completed",13753,"7 Days-No Holidays-M/F-24h",38.5434823139675,-121.468267705101,6713747.77423242,1960191.41603979,"9TH AVE","661f7dd2-436b-4a51-8beb-15b1bb1315a8","95817"
"222",-121.499835299678,38.5971173870125,6357,"160511-001067","Facilities : Repair : Carpentry","Facilities","Repair","",NA,NA,"Carpentry",3,"Phone Call","Southern Pacific / Richards","2016-05-11T23:37:23.000Z","2016-07-18T17:32:41.000Z","2016-07-18T17:32:32.000Z","Completed",13755,"",38.5971123061168,-121.499822125925,6704615.47272056,1979670.84992933,"N 3RD ST","c54dc3e4-963b-4bc2-b2b4-0724a94ef68d","95811"
"223",-121.498198288251,38.5697609756956,6358,"160511-001050","Solid Waste : Replace Can : Garbage","Solid Waste","Replace Can","",NA,NA,"Garbage",4,"Phone Call","Southside Park","2016-05-11T23:37:39.000Z","2017-05-21T06:36:56.000Z","2017-05-21T06:36:56.000Z","Completed",13756,"",38.569755896962,-121.49818511812,6705138.33012838,1969710.92311406,"SOLONS ALY","85127749-a82c-4455-8b8b-0c87e58e73c6","95811"
"224",-121.468280867377,38.5434873927684,6359,"160511-001069","Solid Waste : Appliance and eWaste","Solid Waste","","",NA,NA,"Appliance and eWaste",5,"Phone Call","Central Oak Park","2016-05-11T23:38:23.000Z","2017-05-19T22:28:29.000Z","2017-05-19T22:28:29.000Z","Completed",13757,"",38.5434823139675,-121.468267705101,6713747.77423242,1960191.41603979,"9TH AVE","31b27a92-dcf6-4923-b34e-006e59a2e215","95817"
"225",-121.468280867377,38.5434873927684,6360,"160511-001073","Solid Waste : Deliver Can : Lawn and Garden","Solid Waste","Deliver Can","",NA,NA,"Lawn and Garden",5,"Phone Call","Central Oak Park","2016-05-11T23:40:54.000Z","2017-05-19T22:28:30.000Z","2017-05-19T22:28:30.000Z","Completed",13760,"",38.5434823139675,-121.468267705101,6713747.77423242,1960191.41603979,"9TH AVE","c1499cb6-97f9-48a4-b9d4-80036cda3ee8","95817"
"226",-121.468280867377,38.5434873927684,6361,"160511-001075","Solid Waste : Replace Can : Garbage","Solid Waste","Replace Can","",NA,NA,"Garbage",5,"Phone Call","Central Oak Park","2016-05-11T23:41:53.000Z","2017-05-19T22:28:31.000Z","2017-05-19T22:28:31.000Z","Completed",13761,"",38.5434823139675,-121.468267705101,6713747.77423242,1960191.41603979,"9TH AVE","e1bdbf00-4d98-4dfd-89d5-38d83a9b363b","95817"
"227",-121.468280867377,38.5434873927684,6362,"160511-001077","Solid Waste : Replace Can : Recycle","Solid Waste","Replace Can","",NA,NA,"Recycle",5,"Phone Call","Central Oak Park","2016-05-11T23:44:01.000Z","2017-05-19T22:29:31.000Z","2017-05-19T22:29:31.000Z","Completed",13763,"",38.5434823139675,-121.468267705101,6713747.77423242,1960191.41603979,"9TH AVE","1523d09e-283d-4d41-a97f-434a7762c856","95817"
"228",-121.494020108255,38.5817923038651,6363,"160511-001060","Parking : Escalation Form : Citation","Parking","Escalation Form","",NA,NA,"Citation",4,"Phone Call","Downtown","2016-05-11T23:45:11.000Z","2017-09-14T14:56:08.000Z","","In Progress",13764,"48 Hours-All Holidays-M/F",38.5817872238086,-121.49400693729,6706308.48729512,1974099.04716364,"9TH ST","c7613d51-a20f-4676-8451-e0602c6c77a4","95814"
"229",-121.519106694033,38.5107957300327,6364,"160511-001078","Solid Waste : Kick truck : Lawn and Garden","Solid Waste","Kick truck","",NA,NA,"Lawn and Garden",5,"Email","South Land Park","2016-05-11T23:45:53.000Z","2017-05-21T06:36:56.000Z","2017-05-21T06:36:56.000Z","Completed",13765,"36 Hours-No Holidays-M/F-24h",38.5107906578154,-121.51909352791,6699274.19134714,1948204.95183382,"GLORIA DR","506ab471-97f9-444e-abfd-cde9ff8b4008","95831"
"230",-121.465729268491,38.5373954680467,6365,"160511-001070","Solid Waste : Deliver Can : Garbage","Solid Waste","Deliver Can","",NA,NA,"Garbage",5,"Phone Call","South Oak Park","2016-05-11T23:53:37.000Z","2017-05-21T06:36:57.000Z","2017-05-21T06:36:57.000Z","Completed",13769,"",38.5373903895634,-121.465716107358,6714490.59310656,1957977.17870945,"16TH AVE","af422a4a-3fe3-4ef0-9610-85b9578338e3","95820"
"231",-121.451021813557,38.5419909619108,6366,"160511-001084","Solid Waste : Exchange Can : Garbage","Solid Waste","Exchange Can","",NA,NA,"Garbage",6,"Web App","West Tahoe Park","2016-05-11T23:55:49.000Z","2017-05-21T06:49:58.000Z","2017-05-21T06:49:58.000Z","Completed",13771,"",38.5419858819288,-121.451008654135,6718687.27990845,1959675.80672648,"11TH AVE","29dafd3c-f5e3-413a-9786-46a2ab0ed510","95820"
"232",-121.505945000497,38.5824000683041,6367,"160511-001082","Parking : Meter Broken","Parking","","",NA,NA,"Meter Broken",4,"Phone Call","Old Sacramento","2016-05-11T23:59:15.000Z","2017-01-05T15:07:32.000Z","2017-01-05T15:07:26.000Z","Completed",13774,"7 Days-All Holidays-24x7",38.5823949891022,-121.505931827616,6702898.500791,1974301.623833,"K ST","4b4fde7e-b9be-4401-9145-c9424b14a860","95814"
"233",-121.476133708423,38.5823156043671,6368,"160511-001089","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",4,"Web App","New Era Park","2016-05-11T23:59:24.000Z","2017-07-06T18:42:04.000Z","2017-07-06T18:39:44.000Z","Completed",13775,"",38.5823105229096,-121.476120540161,6711420.290576,1974318.590255,"DEMOCRACY ALY","87dfe729-c8fd-4f3d-833c-21aea66a1ef9","95811"
"234",-121.519525391059,38.5093280897113,6369,"160511-001088","Solid Waste : Appliance and eWaste","Solid Waste","","",NA,NA,"Appliance and eWaste",5,"Phone Call","South Land Park","2016-05-11T23:59:31.000Z","2017-05-21T06:36:57.000Z","2017-05-21T06:36:57.000Z","Completed",13776,"",38.5093230176486,-121.519512225052,6699157.21153707,1947669.84069717,"GLORIA DR","8221adcb-fc0b-4441-8aa5-446face0473f","95831"
"235",-121.441503146046,38.612823118556,6370,"160511-001086","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",2,"Phone Call","South Hagginwood","2016-05-12T00:00:40.000Z","2017-07-06T18:42:06.000Z","2017-07-06T18:39:44.000Z","Completed",13778,"",38.6128180319167,-121.441489979382,6721251.213041,1985487.561563,"LEXINGTON ST","c3b67d31-74e0-42b9-9378-a2310f1c737e","95815"
"236",-121.451021813557,38.5419909619108,6371,"160511-001094","Solid Waste : Illegal Dumping : Street / Sidewalk","Solid Waste","Illegal Dumping","",NA,NA,"Street / Sidewalk",6,"Web App","West Tahoe Park","2016-05-12T00:04:00.000Z","2017-05-21T07:36:04.000Z","2017-05-21T07:36:04.000Z","Completed",13780,"7 Days-No Holidays-M/F-24h",38.5419858819288,-121.451008654135,6718687.27990845,1959675.80672648,"11TH AVE","1ec4316f-c8e4-479f-a63a-b2d3d996cc2a","95820"
"237",-121.477690564798,38.5468356027806,6372,"160511-001093","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",5,"Phone Call","Curtis Park","2016-05-12T00:04:50.000Z","2017-07-06T18:41:58.000Z","2017-07-06T18:39:44.000Z","Completed",13781,"",38.5468305244126,-121.477677400655,6711049.522658,1961395.13917,"E CURTIS DR","3bb982a5-2c62-4394-a83a-8e33d45463af","95818"
"238",-121.499835299678,38.5971173870125,6373,"160511-001087","Facilities : Repair : Carpentry","Facilities","Repair","",NA,NA,"Carpentry",3,"Phone Call","Southern Pacific / Richards","2016-05-12T00:05:38.000Z","2016-07-18T17:37:30.000Z","2016-07-18T17:37:25.000Z","Completed",13782,"",38.5971123061168,-121.499822125925,6704615.47272056,1979670.84992933,"N 3RD ST","63d4e496-cc72-4778-9b38-85a427ff3277","95811"
"239",-121.514129124005,38.6727456081418,6374,"160511-001097","Solid Waste : Appliance and eWaste","Solid Waste","","",NA,NA,"Appliance and eWaste",1,"Web App","Natomas Park","2016-05-12T00:07:06.000Z","2017-01-27T18:40:07.000Z","2017-01-27T18:38:13.000Z","Closed",13783,"",38.6727405220274,-121.51411593869,6700383.14294,2007190.620484,"BAYLESS WAY","45b1b224-da2b-4b9b-88cd-cde24ed0527c","95835"
"240",-121.486211737437,38.6191652104316,6375,"160511-001095","Solid Waste : Kick truck : Garbage","Solid Waste","Kick truck","",NA,NA,"Garbage",3,"Phone Call","South Natomas","2016-05-12T00:08:07.000Z","2017-05-21T06:36:57.000Z","2017-05-21T06:36:57.000Z","Completed",13784,"36 Hours-No Holidays-M/F-24h",38.6191601266594,-121.48619856307,6708463.59494542,1987721.82350009,"ERIN DR","6b863dd7-3d5f-4aa8-8940-88a9db17ee3a","95833"
"241",-121.485035441704,38.5265425702915,6376,"160511-001100","Solid Waste : Deliver Can : Lawn and Garden","Solid Waste","Deliver Can","",NA,NA,"Lawn and Garden",5,"Phone Call","Hollywood Park","2016-05-12T00:11:38.000Z","2017-05-21T06:36:57.000Z","2017-05-21T06:36:57.000Z","Completed",13785,"",38.5265374941787,-121.485022278916,6708990.80825864,1953992.9574988,"MURIETA WAY","36879f3d-8cf5-4540-a28e-c29506535463","95822"
"242",-121.510520275463,38.6674748658137,6377,"160511-001096","Solid Waste : Kick truck : Lawn and Garden","Solid Waste","Kick truck","",NA,NA,"Lawn and Garden",1,"Phone Call","Natomas Park","2016-05-12T00:13:46.000Z","2017-05-21T06:36:58.000Z","2017-05-21T06:36:58.000Z","Completed",13788,"36 Hours-No Holidays-M/F-24h",38.6674697798631,-121.51050709136,6701423.77239424,2005276.67284046,"BANFIELD DR","ebf60ff8-05da-47c9-b02c-3bd7846c24e7","95835"
"243",-121.519079873107,38.5163096303009,6378,"160511-001110","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",5,"Web App","South Land Park","2016-05-12T00:23:02.000Z","2017-07-06T18:42:00.000Z","2017-07-06T18:39:44.000Z","Completed",13796,"",38.516304557619,-121.519066706313,6699271.239366,1950213.015208,"WOODSHIRE WAY","c42dcf43-b46d-41c7-9743-3b0a3fb91ab0","95822"
"244",-121.432969734848,38.52038429728,6379,"160511-001111","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",6,"Web App","Fruitridge Manor","2016-05-12T00:24:05.000Z","2017-05-19T16:31:45.000Z","2017-05-19T16:31:45.000Z","Completed",13797,"",38.5203792177464,-121.43295658087,6723899.50308026,1951838.95267914,"JANSEN DR","d2aebb03-46f1-442e-a9bf-5fbbfdaf5070","95824"
"245",-121.467130272947,38.5544002672864,6380,"160511-001113","Solid Waste : Missed Service : Recycle","Solid Waste","Missed Service","",NA,NA,"Recycle",5,"Mobile App","North Oak Park","2016-05-12T00:27:34.000Z","2017-05-21T06:40:58.000Z","2017-05-21T06:40:58.000Z","Completed",13798,"36 Hours-No Holidays-M/F-24h",38.5543951874839,-121.467117109509,6714053.5493715,1964167.5238426,"Y ST","c4053cf5-678c-41a3-9e47-8d4d2caedd73","95817"
"246",-121.470853009426,38.6221342906323,6381,"160511-001105","Solid Waste : Kick truck : Lawn and Garden","Solid Waste","Kick truck","",NA,NA,"Lawn and Garden",3,"Phone Call","Gardenland","2016-05-12T00:32:06.000Z","2017-05-21T06:36:58.000Z","2017-05-21T06:36:58.000Z","Completed",13802,"36 Hours-No Holidays-M/F-24h",38.6221292054446,-121.470839837069,6712845.35342525,1988828.26538258,"NATOMA ST","34910e89-759e-4709-8eb1-2ba401e42183","95833"
"247",-121.494020108256,38.5817923038661,6382,"160511-001118","Solid Waste : Info : Other","Solid Waste","Info","",NA,NA,"Other",4,"Email","Downtown","2016-05-12T00:36:51.000Z","2017-01-05T01:41:05.000Z","2017-01-05T01:41:03.000Z","Closed",13803,"",38.5817872238086,-121.49400693729,6706308.487295,1974099.047164,"9TH ST","1da4bf92-dfd7-458a-8ae7-f6915ebaa259","95814"
"248",-121.446033323974,38.6170636402875,6383,"160511-001119","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",2,"Phone Call","South Hagginwood","2016-05-12T00:41:57.000Z","2017-07-06T18:42:02.000Z","2017-07-06T18:39:44.000Z","Completed",13804,"",38.6170585536382,-121.446020156083,6719947.395902,1987023.924519,"ELEANOR AVE","d1d5beb3-078f-4aa8-a40b-b14d90561e2b","95815"
"249",-121.486094341911,38.5518162453358,6384,"160511-001121","Solid Waste : Kick truck : Garbage","Solid Waste","Kick truck","",NA,NA,"Garbage",5,"Email","Curtis Park","2016-05-12T00:42:01.000Z","2017-05-21T06:36:58.000Z","2017-05-21T06:36:58.000Z","Completed",13805,"36 Hours-No Holidays-M/F-24h",38.5518111671862,-121.486081175858,6708635.83409845,1963195.25711697,"22ND ST 21ST ST ALY","954510cd-0ce7-47cf-a782-09d54d5c6b26","95818"
"250",-121.446033323973,38.6170636402883,6385,"160511-001122","Solid Waste : Appliance and eWaste","Solid Waste","","",NA,NA,"Appliance and eWaste",2,"Phone Call","South Hagginwood","2016-05-12T00:43:59.000Z","2017-05-21T06:36:58.000Z","2017-05-21T06:36:58.000Z","Completed",13807,"",38.6170585536382,-121.446020156083,6719947.39590248,1987023.92451931,"ELEANOR AVE","741c2574-0509-4e96-86eb-5f2748af1314","95815"
"251",-121.443063927025,38.6200798881578,6386,"160511-001124","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",2,"Mobile App","South Hagginwood","2016-05-12T00:48:51.000Z","2017-07-06T18:42:03.000Z","2017-07-06T18:39:44.000Z","Completed",13810,"",38.62007480103,-121.443050759223,6720789.05667,1988127.547516,"BRANCH ST","862669f9-03dc-4bd7-884f-1b2df211ffa0","95815"
"252",-121.490113846966,38.5601549683856,6387,"160511-001127","Solid Waste : Kick truck : Garbage","Solid Waste","Kick truck","",NA,NA,"Garbage",4,"Phone Call","Land Park","2016-05-12T00:55:10.000Z","2017-05-21T06:36:59.000Z","2017-05-21T06:36:59.000Z","Completed",13812,"36 Hours-No Holidays-M/F-24h",38.5601498898426,-121.490100679266,6707469.32031659,1966225.52927804,"BURNETT WAY","0f5fca85-7e93-4e6b-bef8-297b2f9ebb47","95818"
"253",-121.485632315458,38.5517404412838,6388,"160511-001129","Solid Waste : Kick truck : Garbage","Solid Waste","Kick truck","",NA,NA,"Garbage",5,"Phone Call","Curtis Park","2016-05-12T00:57:33.000Z","2017-05-21T06:36:59.000Z","2017-05-21T06:36:59.000Z","Completed",13814,"36 Hours-No Holidays-M/F-24h",38.5517353631056,-121.485619149486,6708768.11804132,1963168.39877061,"4TH AVE","c908fb5d-ffec-4edc-b541-3773941a94db","95818"
"254",-121.438252600019,38.5675743178738,6389,"160511-001132","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",3,"Web App","East Sacramento","2016-05-12T00:58:16.000Z","2017-07-06T18:42:05.000Z","2017-07-06T18:39:44.000Z","Completed",13817,"",38.5675692347802,-121.438239439431,6722281.848666,1969014.890196,"53RD ST","bf2aaf8e-94e0-484b-ab1b-e8911a24ddf1","95819"
